# OpenSignals Text File Format
# {"20:16:12:22:01:45": {"sensor": ["EDABITREV"], "device name": "20:16:12:22:01:45", "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "sync interval": 2, "time": "16:14:39.416", "comments": "", "device connection": "/dev/tty.BITalino-01-45-DevB", "channels": [1], "keywords": "'slender man'", "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": 10, "label": ["A1"], "resolution": [4, 1, 1, 1, 1, 10], "date": "2018-1-18", "special": [{}]}, "20:16:12:21:98:60": {"sensor": ["EDABITREV"], "device name": "20:16:12:21:98:60", "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "sync interval": 2, "time": "16:14:39.416", "comments": "", "device connection": "/dev/tty.BITalino-98-60-DevB", "channels": [1], "keywords": "'slender man'", "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 1, "sampling rate": 10, "label": ["A1"], "resolution": [4, 1, 1, 1, 1, 10], "date": "2018-1-18", "special": [{}]}}
# EndOfHeader
2	0	0	0	0	367	0	0	0	0	0	520	
3	0	0	0	0	292	1	0	0	0	0	523	
4	0	0	0	0	352	2	0	0	0	0	486	
5	0	0	0	0	370	3	0	0	0	0	492	
6	0	0	0	0	306	4	0	0	0	0	521	
7	0	0	0	0	297	5	0	0	0	0	498	
8	0	0	0	0	345	6	0	0	0	0	506	
9	0	0	0	0	371	7	0	0	0	0	471	
10	0	0	0	0	371	8	0	0	0	0	512	
11	0	0	0	0	291	9	0	0	0	0	487	
12	0	0	0	0	360	10	0	0	0	0	468	
13	0	0	0	0	368	11	0	0	0	0	527	
14	0	0	0	0	291	12	0	0	0	0	486	
15	0	0	0	0	350	13	0	0	0	0	487	
0	0	0	0	0	307	14	0	0	0	0	522	
1	0	0	0	0	335	15	0	0	0	0	467	
2	0	0	0	0	359	0	0	0	0	0	485	
3	0	0	0	0	361	1	0	0	0	0	514	
4	0	0	0	0	312	2	0	0	0	0	524	
5	0	0	0	0	309	3	0	0	0	0	525	
6	0	0	0	0	385	4	0	0	0	0	513	
7	0	0	0	0	323	5	0	0	0	0	490	
8	0	0	0	0	395	6	0	0	0	0	466	
9	0	0	0	0	337	7	0	0	0	0	514	
10	0	0	0	0	332	8	0	0	0	0	511	
11	0	0	0	0	349	9	0	0	0	0	494	
12	0	0	0	0	406	10	0	0	0	0	520	
13	0	0	0	0	334	11	0	0	0	0	512	
14	0	0	0	0	416	12	0	0	0	0	485	
15	0	0	0	0	340	13	0	0	0	0	517	
0	0	0	0	0	422	14	0	0	0	0	496	
1	0	0	0	0	352	15	0	0	0	0	459	
2	0	0	0	0	415	0	0	0	0	0	487	
3	0	0	0	0	418	1	0	0	0	0	504	
4	0	0	0	0	348	2	0	0	0	0	469	
5	0	0	0	0	346	3	0	0	0	0	508	
6	0	0	0	0	409	4	0	0	0	0	474	
7	0	0	0	0	422	5	0	0	0	0	459	
8	0	0	0	0	421	6	0	0	0	0	516	
9	0	0	0	0	398	7	0	0	0	0	480	
10	0	0	0	0	371	8	0	0	0	0	464	
11	0	0	0	0	420	9	0	0	0	0	476	
12	0	0	0	0	344	10	0	0	0	0	455	
13	0	0	0	0	423	11	0	0	0	0	487	
14	0	0	0	0	426	12	0	0	0	0	456	
15	0	0	0	0	431	13	0	0	0	0	515	
0	0	0	0	0	393	14	0	0	0	0	506	
1	0	0	0	0	379	15	0	0	0	0	488	
2	0	0	0	0	440	0	0	0	0	0	507	
3	0	0	0	0	364	1	0	0	0	0	506	
4	0	0	0	0	366	2	0	0	0	0	481	
5	0	0	0	0	417	3	0	0	0	0	518	
6	0	0	0	0	371	4	0	0	0	0	477	
7	0	0	0	0	453	5	0	0	0	0	510	
8	0	0	0	0	384	6	0	0	0	0	468	
9	0	0	0	0	458	7	0	0	0	0	496	
10	0	0	0	0	394	8	0	0	0	0	511	
11	0	0	0	0	457	9	0	0	0	0	465	
12	0	0	0	0	414	10	0	0	0	0	481	
13	0	0	0	0	384	11	0	0	0	0	485	
14	0	0	0	0	385	12	0	0	0	0	518	
15	0	0	0	0	420	13	0	0	0	0	526	
0	0	0	0	0	387	14	0	0	0	0	470	
1	0	0	0	0	396	15	0	0	0	0	528	
2	0	0	0	0	462	0	0	0	0	0	508	
3	0	0	0	0	389	1	0	0	0	0	486	
4	0	0	0	0	395	2	0	0	0	0	477	
5	0	0	0	0	468	3	0	0	0	0	529	
6	0	0	0	0	428	4	0	0	0	0	487	
7	0	0	0	0	454	5	0	0	0	0	510	
8	0	0	0	0	391	6	0	0	0	0	517	
9	0	0	0	0	391	7	0	0	0	0	473	
10	0	0	0	0	457	8	0	0	0	0	518	
11	0	0	0	0	469	9	0	0	0	0	527	
12	0	0	0	0	389	10	0	0	0	0	480	
13	0	0	0	0	395	11	0	0	0	0	485	
14	0	0	0	0	428	12	0	0	0	0	510	
15	0	0	0	0	466	13	0	0	0	0	527	
0	0	0	0	0	465	14	0	0	0	0	512	
1	0	0	0	0	444	15	0	0	0	0	488	
2	0	0	0	0	463	0	0	0	0	0	506	
3	0	0	0	0	462	1	0	0	0	0	492	
4	0	0	0	0	398	2	0	0	0	0	512	
5	0	0	0	0	460	3	0	0	0	0	467	
6	0	0	0	0	458	4	0	0	0	0	483	
7	0	0	0	0	398	5	0	0	0	0	510	
8	0	0	0	0	457	6	0	0	0	0	524	
9	0	0	0	0	424	7	0	0	0	0	497	
10	0	0	0	0	454	8	0	0	0	0	509	
11	0	0	0	0	454	9	0	0	0	0	504	
12	0	0	0	0	409	10	0	0	0	0	490	
13	0	0	0	0	372	11	0	0	0	0	494	
14	0	0	0	0	424	12	0	0	0	0	503	
15	0	0	0	0	449	13	0	0	0	0	487	
0	0	0	0	0	381	14	0	0	0	0	475	
1	0	0	0	0	448	15	0	0	0	0	482	
2	0	0	0	0	375	0	0	0	0	0	514	
3	0	0	0	0	381	1	0	0	0	0	510	
4	0	0	0	0	448	2	0	0	0	0	483	
5	0	0	0	0	391	3	0	0	0	0	509	
6	0	0	0	0	366	4	0	0	0	0	487	
7	0	0	0	0	440	5	0	0	0	0	504	
8	0	0	0	0	444	6	0	0	0	0	504	
9	0	0	0	0	365	7	0	0	0	0	523	
