# OpenSignals Text File Format
# {"20:16:12:22:01:28": {"sensor": ["RAW", "RAW"], "device name": "Test device", "column": ["nSeq", "I1", "I2", "O1", "O2", "A2", "A5"], "sync interval": 2, "time": "15:19:54.815", "comments": "", "device connection": "BTH20:16:12:22:01:28", "channels": [2, 5], "keywords": "", "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": 1000, "label": ["A2", "A5"], "resolution": [4, 1, 1, 1, 1, 10, 10], "date": "2018-2-21", "special": [{}, {}]}}
# EndOfHeader
0	0	0	0	0	487	2	
1	0	0	0	0	478	2	
2	0	0	0	0	514	0	
3	0	0	0	0	476	1	
4	0	0	0	0	484	3	
5	0	0	0	0	494	2	
6	0	0	0	0	446	4	
7	0	0	0	0	477	3	
8	0	0	0	0	484	2	
9	0	0	0	0	448	1	
10	0	0	0	0	496	0	
11	0	0	0	0	487	1	
12	0	0	0	0	449	2	
13	0	0	0	0	491	3	
14	0	0	0	0	469	3	
15	0	0	0	0	461	2	
0	0	0	0	0	502	2	
1	0	0	0	0	470	1	
2	0	0	0	0	477	0	
3	0	0	0	0	499	2	
4	0	0	0	0	450	2	
5	0	0	0	0	478	3	
6	0	0	0	0	472	4	
7	0	0	0	0	430	2	
8	0	0	0	0	476	2	
9	0	0	0	0	459	1	
10	0	0	0	0	435	0	
11	0	0	0	0	475	2	
12	0	0	0	0	449	1	
13	0	0	0	0	453	3	
14	0	0	0	0	488	4	
15	0	0	0	0	455	1	
0	0	0	0	0	464	2	
1	0	0	0	0	480	2	
2	0	0	0	0	437	0	
3	0	0	0	0	473	3	
4	0	0	0	0	471	1	
5	0	0	0	0	436	2	
6	0	0	0	0	483	5	
7	0	0	0	0	475	1	
8	0	0	0	0	463	2	
9	0	0	0	0	509	2	
10	0	0	0	0	473	0	
11	0	0	0	0	452	2	
12	0	0	0	0	483	2	
13	0	0	0	0	444	2	
14	0	0	0	0	461	5	
15	0	0	0	0	485	2	
0	0	0	0	0	442	1	
1	0	0	0	0	473	2	
2	0	0	0	0	469	0	
3	0	0	0	0	432	2	
4	0	0	0	0	479	2	
5	0	0	0	0	458	1	
6	0	0	0	0	438	4	
7	0	0	0	0	471	2	
8	0	0	0	0	441	1	
9	0	0	0	0	451	2	
10	0	0	0	0	468	0	
11	0	0	0	0	430	1	
12	0	0	0	0	466	3	
13	0	0	0	0	488	2	
14	0	0	0	0	455	4	
15	0	0	0	0	502	3	
0	0	0	0	0	502	2	
1	0	0	0	0	462	2	
2	0	0	0	0	497	0	
3	0	0	0	0	465	1	
4	0	0	0	0	444	2	
5	0	0	0	0	480	3	
6	0	0	0	0	448	3

