0, 0, 1, 2, 4, 5, 5, 6, 7, 9, 9, 11, 12, 12, 13, 14, 15, 16, 17, 18, 20, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 33, 34, 36, 37, 37, 38, 39, 40, 42, 42, 44, 44, 46, 46, 48, 49, 50, 51, 52, 52, 54, 54, 56, 57, 58, 59, 59, 60, 62, 63, 63, 64, 66, 66, 68, 69, 70, 71, 71, 72, 74, 75, 75, 77, 78, 79, 79, 81, 81, 82, 84, 85, 85, 86, 88, 88, 90, 90, 92, 93, 93, 94, 95, 97, 97, 99, 99, 100, 101, 103, 103, 105, 106, 107, 107, 109, 110, 111, 111, 113, 113, 115, 115, 117, 118, 118, 119, 121, 122, 122, 125, 126, 127, 128, 129, 129, 131, 132, 133, 134, 135, 136, 137, 137, 139, 139, 141, 142, 142, 144, 145, 146, 147, 148, 149, 149, 151, 152, 153, 154, 155, 155, 157, 157, 158, 159, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 171, 172, 173, 175, 176, 176, 177, 179, 179, 182, 182, 184, 185, 187, 187, 188, 190, 190, 191, 193, 194, 195, 196, 197, 197, 198, 199, 201, 202, 202, 204, 205, 205, 207, 207, 209, 209, 211, 212, 212, 214, 215, 216, 217, 218, 219, 220, 221, 221, 223, 224, 225, 226, 227, 228, 229, 230, 231, 233, 233, 235, 236, 236, 238, 239, 240, 241, 241, 242, 244, 244, 245, 247, 247, 249, 249, 250, 252, 253, 253, 255, 256, 257, 258, 259, 260, 261, 262, 262, 263, 264, 266, 267, 268, 269, 269, 270, 272, 273, 273, 274, 276, 277, 278, 279, 279, 281, 282, 282, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 293, 295, 296, 297, 302, 303, 304, 305, 306, 308, 309, 310, 310, 312, 313, 313, 315, 316, 316, 318, 318, 320, 321, 322, 323, 323, 324, 325, 327, 327, 329, 329, 331, 332, 332, 333, 335, 336, 337, 338, 339, 340, 340, 341, 342, 344, 345, 345, 347, 348, 348, 349, 350, 352, 353, 354, 355, 356, 356, 357, 359, 359, 361, 361, 362, 363, 365, 366
81, 83, 87, 87, 75, 85, 82, 82, 83, 83, 85, 86, 85, 86, 86, 88, 91, 93, 93, 92, 89, 85, 84, 83, 83, 87, 90, 90, 92, 92, 92, 94, 64, 69, 99, 104, 106, 94, 79, 101, 96, 89, 85, 86, 88, 89, 92, 94, 85, 102, 105, 106, 103, 101, 98, 93, 93, 92, 91, 93, 91, 90, 87, 85, 84, 84, 84, 84, 83, 83, 84, 85, 88, 78, 92, 94, 96, 96, 99, 98, 99, 96, 93, 90, 87, 88, 90, 92, 94, 98, 101, 57, 99, 94, 92, 105, 109, 109, 48, 97, 99, 101, 104, 106, 107, 93, 88, 82, 82, 67, 92, 70, 86, 101, 101, 113, 111, 110, 97, 97, 98, 101, 99, 98, 88, 83, 81, 81, 71, 85, 85, 53, 69, 84, 74, 73, 96, 94, 91, 90, 89, 90, 92, 93, 94, 95, 96, 99, 101, 89, 92, 106, 104, 100, 97, 92, 91, 91, 92, 81, 98, 101, 94, 107, 105, 102, 94, 90, 90, 93, 99, 100, 104, 88, 93, 107, 107, 94, 69, 110, 114, 113, 91, 115, 114, 109, 97, 91, 83, 92, 98, 75, 82, 84, 100, 99, 99, 100, 103, 101, 101, 101, 101, 64, 89, 86, 93, 86, 68, 68, 69, 85, 85, 58, 58, 57, 88, 71, 86, 77, 75, 78, 93, 90, 87, 84, 82, 82, 84, 49, 66, 66, 66, 98, 98, 100, 101, 102, 89, 89, 85, 70, 70, 84, 84, 71, 67, 69, 94, 96, 108, 107, 105, 104, 51, 103, 103, 102, 101, 102, 90, 103, 102, 102, 101, 99, 96, 93, 90, 88, 84, 86, 88, 91, 96, 98, 98, 96, 93, 92, 91, 92, 94, 95, 96, 96, 98, 75, 71, 74, 78, 84, 98, 87, 103, 78, 104, 73, 90, 87, 79, 72, 78, 83, 85, 89, 88, 88, 73, 53, 57, 57, 48, 41, 96, 109, 111, 97, 98, 95, 102, 102, 101, 98, 98, 98, 53, 64, 65, 82, 82, 63, 68, 79, 79, 73, 76, 77, 75, 84, 80, 80, 82, 84, 86, 75, 87, 88, 88, 86, 85, 84, 85, 86, 85, 71, 82, 81
17, 18, 61, 74, 81, 116, 117, 118, 125, 158, 161, 161, 219, 220, 224, 244, 250, 262, 263, 308, 336, 342, 347, 352, 357
2, 1, 1, 1, 1, 8, 9, 10, 10, 10, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 7, 7, 7, 7
